torneo,año,jornada,local,visita,marcador,estadio,fecha,resultado
apertura,2006,8,Santos Laguna,San Luis,3-1,Nuevo Estadio Corona,2005-09-18,L
apertura,2006,9,Veracruz,Santos Laguna,2-2,Luis "Pirata" de la Fuente,2005-09-24,X
apertura,2006,9,CA Morelia,Pumas UNAM,2-2,Estadio Generalísimo José María Morelos y Pavón,2005-09-25,X
apertura,2006,9,Monterrey,Tigres UANL,2-1,BBVA Bancomer,2005-09-25,L
apertura,2006,9,Cruz Azul,Dorados,2-2,Estadio Azteca,2005-09-25,X
apertura,2006,9,Atlas Guadalajara,Chiapas,0-0,Estadio Jalisco,2005-09-25,X
apertura,2006,9,Pachuca,Atlante FC,3-2,Estadio Miguel Hidalgo,2005-09-25,L
apertura,2006,9,San Luis,Chivas Guadalajara,1-2,Alfonso Lastras Ramirez,2005-09-25,V
apertura,2006,9,Tecos,Toluca,1-2,Tres de Marzo,2005-09-25,V
apertura,2006,9,América,Necaxa,4-1,Estadio Azteca,2005-09-26,L
apertura,2006,10,Toluca,América,0-1,Nemesio Díez,2005-09-28,V
apertura,2006,10,Atlante FC,CA Morelia,4-3,Estadio Azul,2005-09-28,L
apertura,2006,10,Chiapas,Tecos,3-3,Estadio Zoque VMR,2005-09-29,X
apertura,2006,10,Dorados,Monterrey,1-3,Banorte,2005-09-29,V
apertura,2006,10,Pumas UNAM,Atlas Guadalajara,1-0,Olímpico de Universitario,2005-09-29,L
apertura,2006,10,Necaxa,San Luis,2-1,Estadio Victoria de Aguascalientes,2005-09-29,L
apertura,2006,10,Tigres UANL,Pachuca,2-2,Estadio Universitario de Nuevo León,2005-09-29,X
apertura,2006,10,Chivas Guadalajara,Veracruz,1-1,Estadio Akron,2005-09-29,X
apertura,2006,10,Santos Laguna,Cruz Azul,3-2,Nuevo Estadio Corona,2005-09-29,L
apertura,2006,11,Toluca,Chiapas,0-1,Nemesio Díez,2005-10-01,V
apertura,2006,11,Monterrey,Santos Laguna,2-2,BBVA Bancomer,2005-10-02,X
apertura,2006,11,Cruz Azul,Chivas Guadalajara,0-0,Estadio Azteca,2005-10-02,X
apertura,2006,11,América,San Luis,3-1,Estadio Azteca,2005-10-02,L
apertura,2006,11,Veracruz,Necaxa,2-3,Luis "Pirata" de la Fuente,2005-10-02,V
apertura,2006,11,CA Morelia,Tigres UANL,0-2,Estadio Generalísimo José María Morelos y Pavón,2005-10-02,V
apertura,2006,11,Atlas Guadalajara,Atlante FC,1-0,Estadio Jalisco,2005-10-02,L
apertura,2006,11,Tecos,Pumas UNAM,3-1,Tres de Marzo,2005-10-02,L
apertura,2006,11,Pachuca,Dorados,2-1,Estadio Miguel Hidalgo,2005-10-03,L
apertura,2006,12,Chiapas,América,4-3,Estadio Zoque VMR,2005-10-16,L
apertura,2006,12,Atlante FC,Tecos,0-1,Estadio Azul,2005-10-16,V
apertura,2006,12,Tigres UANL,Atlas Guadalajara,1-2,Estadio Universitario de Nuevo León,2005-10-16,V
apertura,2006,12,Dorados,CA Morelia,2-1,Banorte,2005-10-16,L
apertura,2006,12,Chivas Guadalajara,Monterrey,2-3,Estadio Akron,2005-10-16,V
apertura,2006,12,Necaxa,Cruz Azul,3-1,Estadio Victoria de Aguascalientes,2005-10-16,L
apertura,2006,12,San Luis,Veracruz,1-0,Alfonso Lastras Ramirez,2005-10-16,L
apertura,2006,12,Pumas UNAM,Toluca,0-3,Olímpico de Universitario,2005-10-16,V
apertura,2006,12,Santos Laguna,Pachuca,0-0,Nuevo Estadio Corona,2005-10-16,X
apertura,2006,13,Toluca,Atlante FC,1-0,Nemesio Díez,2005-10-22,L
apertura,2006,13,CA Morelia,Santos Laguna,1-0,Estadio Generalísimo José María Morelos y Pavón,2005-10-23,L
apertura,2006,13,Monterrey,Necaxa,1-1,BBVA Bancomer,2005-10-23,X
apertura,2006,13,Cruz Azul,San Luis,3-0,Estadio Azteca,2005-10-23,L
apertura,2006,13,Chiapas,Pumas UNAM,5-1,Estadio Zoque VMR,2005-10-23,L
apertura,2006,13,Atlas Guadalajara,Dorados,1-2,Estadio Jalisco,2005-10-23,V
apertura,2006,13,Pachuca,Chivas Guadalajara,0-0,Estadio Miguel Hidalgo,2005-10-23,X
apertura,2006,13,América,Veracruz,1-2,Estadio Azteca,2005-10-24,V
apertura,2006,13,Tecos,Tigres UANL,1-1,Tres de Marzo,2005-10-24,X
apertura,2006,14,Dorados,Tecos,0-2,Banorte,2005-10-30,V
apertura,2006,14,Atlante FC,Chiapas,1-1,Estadio Azul,2005-10-30,X
apertura,2006,14,Necaxa,Pachuca,2-1,Estadio Victoria de Aguascalientes,2005-10-30,L
apertura,2006,14,Veracruz,Cruz Azul,0-1,Luis "Pirata" de la Fuente,2005-10-30,V
apertura,2006,14,Tigres UANL,Toluca,1-3,Estadio Universitario de Nuevo León,2005-10-30,V
apertura,2006,14,Chivas Guadalajara,CA Morelia,1-2,Estadio Akron,2005-10-30,V
apertura,2006,14,Pumas UNAM,América,1-2,Olímpico de Universitario,2005-10-30,V
apertura,2006,14,San Luis,Monterrey,1-2,Alfonso Lastras Ramirez,2005-10-30,V
apertura,2006,14,Santos Laguna,Atlas Guadalajara,2-2,Nuevo Estadio Corona,2005-10-30,X
apertura,2006,15,Tecos,Santos Laguna,3-2,Tres de Marzo,2005-11-05,L
apertura,2006,15,Toluca,Dorados,2-2,Nemesio Díez,2005-11-05,X
apertura,2006,15,Monterrey,Veracruz,1-1,BBVA Bancomer,2005-11-06,X
apertura,2006,15,Chiapas,Tigres UANL,1-1,Estadio Zoque VMR,2005-11-06,X
apertura,2006,15,CA Morelia,Necaxa,3-4,Estadio Generalísimo José María Morelos y Pavón,2005-11-06,V
apertura,2006,15,Atlas Guadalajara,Chivas Guadalajara,2-2,Estadio Jalisco,2005-11-06,X
apertura,2006,15,Pumas UNAM,Atlante FC,2-3,Olímpico de Universitario,2005-11-06,V
apertura,2006,15,Pachuca,San Luis,0-0,Estadio Miguel Hidalgo,2005-11-06,X
apertura,2006,15,América,Cruz Azul,1-0,Estadio Azteca,2005-11-07,L
apertura,2006,16,Cruz Azul,Monterrey,1-2,Estadio Azteca,2005-11-20,V
apertura,2006,16,Tigres UANL,Pumas UNAM,3-1,Estadio Universitario de Nuevo León,2005-11-20,L
apertura,2006,16,Veracruz,Pachuca,1-3,Luis "Pirata" de la Fuente,2005-11-20,V
apertura,2006,16,Dorados,Chiapas,2-1,Banorte,2005-11-20,L
apertura,2006,16,Chivas Guadalajara,Tecos,1-0,Estadio Akron,2005-11-20,L
apertura,2006,16,Necaxa,Atlas Guadalajara,3-5,Estadio Victoria de Aguascalientes,2005-11-20,V
apertura,2006,16,San Luis,CA Morelia,2-1,Alfonso Lastras Ramirez,2005-11-20,L
apertura,2006,16,Santos Laguna,Toluca,4-1,Nuevo Estadio Corona,2005-11-20,L
apertura,2006,16,América,Atlante FC,4-3,Estadio Azteca,2005-11-20,L
apertura,2006,17,Pumas UNAM,Dorados,2-0,Olímpico de Universitario,2005-11-26,L
apertura,2006,17,Atlante FC,Tigres UANL,2-0,Estadio Azul,2005-11-26,L
apertura,2006,17,Tecos,Necaxa,3-2,Tres de Marzo,2005-11-26,L
apertura,2006,17,Chiapas,Santos Laguna,5-1,Estadio Zoque VMR,2005-11-26,L
apertura,2006,17,Toluca,Chivas Guadalajara,3-0,Nemesio Díez,2005-11-26,L
apertura,2006,17,Pachuca,Cruz Azul,0-0,Estadio Miguel Hidalgo,2005-11-26,X
apertura,2006,17,Monterrey,América,4-1,BBVA Bancomer,2005-11-26,L
apertura,2006,17,CA Morelia,Veracruz,2-1,Estadio Generalísimo José María Morelos y Pavón,2005-11-26,L
apertura,2006,17,Atlas Guadalajara,San Luis,1-0,Estadio Jalisco,2005-11-26,L
clausura,2006,1,Tecos,San Luis,2-1,Tres de Marzo,2006-01-21,L
clausura,2006,1,Chiapas,Chivas Guadalajara,3-1,Estadio Zoque VMR,2006-01-21,L
clausura,2006,1,Toluca,Necaxa,3-1,Nemesio Díez,2006-01-21,L
clausura,2006,1,Atlante FC,Dorados,0-0,Estadio Azul,2006-01-22,X
clausura,2006,1,CA Morelia,Cruz Azul,0-1,Estadio Generalísimo José María Morelos y Pavón,2006-01-22,V
clausura,2006,1,Tigres UANL,América,1-1,Estadio Universitario de Nuevo León,2006-01-22,X
clausura,2006,1,Atlas Guadalajara,Veracruz,2-0,Estadio Jalisco,2006-01-22,L
clausura,2006,1,Pumas UNAM,Santos Laguna,1-0,Olímpico de Universitario,2006-01-22,L
clausura,2006,1,Pachuca,Monterrey,3-0,Estadio Miguel Hidalgo,2006-01-22,L
clausura,2006,2,Veracruz,Tecos,1-2,Luis "Pirata" de la Fuente,2006-01-28,V
clausura,2006,2,Monterrey,CA Morelia,1-0,BBVA Bancomer,2006-01-29,L
clausura,2006,2,Cruz Azul,Atlas Guadalajara,1-1,Estadio Azteca,2006-01-29,X
clausura,2006,2,Dorados,Tigres UANL,1-1,Banorte,2006-01-29,X
clausura,2006,2,Chivas Guadalajara,Pumas UNAM,2-2,Estadio Akron,2006-01-29,X
clausura,2006,2,Necaxa,Chiapas,1-0,Estadio Victoria de Aguascalientes,2006-01-29,L
clausura,2006,2,San Luis,Toluca,1-3,Alfonso Lastras Ramirez,2006-01-29,V
clausura,2006,2,América,Pachuca,2-3,Estadio Azteca,2006-01-29,V
clausura,2006,2,Santos Laguna,Atlante FC,3-4,Nuevo Estadio Corona,2006-01-29,V
clausura,2006,3,Chiapas,San Luis,1-1,Estadio Zoque VMR,2006-02-01,X
clausura,2006,3,Toluca,Veracruz,2-1,Nemesio Díez,2006-02-01,L
clausura,2006,3,Pumas UNAM,Necaxa,0-0,Olímpico de Universitario,2006-02-02,X
clausura,2006,3,Atlas Guadalajara,Monterrey,1-0,Estadio Jalisco,2006-02-02,L
clausura,2006,3,Tigres UANL,Santos Laguna,1-0,Estadio Universitario de Nuevo León,2006-02-02,L
clausura,2006,3,Tecos,Cruz Azul,2-1,Tres de Marzo,2006-02-02,L
clausura,2006,3,CA Morelia,Pachuca,1-1,Estadio Generalísimo José María Morelos y Pavón,2006-02-03,X
clausura,2006,3,Dorados,América,2-0,Banorte,2006-02-03,L
clausura,2006,3,Necaxa,Atlante FC,1-2,Estadio Victoria de Aguascalientes,2006-02-05,V
clausura,2006,4,Chivas Guadalajara,Tigres UANL,1-0,Estadio Akron,2006-02-05,L
clausura,2006,4,Monterrey,Tecos,2-3,BBVA Bancomer,2006-02-05,V
clausura,2006,4,Cruz Azul,Toluca,2-1,Estadio Azteca,2006-02-05,L
clausura,2006,4,Veracruz,Chiapas,2-3,Luis "Pirata" de la Fuente,2006-02-05,V
clausura,2006,4,San Luis,Pumas UNAM,3-0,Alfonso Lastras Ramirez,2006-02-05,L
clausura,2006,4,Santos Laguna,Dorados,1-1,Nuevo Estadio Corona,2006-02-05,X
clausura,2006,4,América,CA Morelia,3-0,Estadio Azteca,2006-02-05,L
clausura,2006,4,Pachuca,Atlas Guadalajara,3-0,Estadio Miguel Hidalgo,2006-02-05,L
clausura,2006,4,Tecos,Pachuca,0-5,Tres de Marzo,2006-02-11,V
clausura,2006,5,Atlante FC,San Luis,1-1,Estadio Azul,2006-02-11,X
clausura,2006,5,Chiapas,Cruz Azul,1-0,Estadio Zoque VMR,2006-02-11,L
clausura,2006,5,Toluca,Monterrey,0-1,Nemesio Díez,2006-02-11,V
clausura,2006,5,Dorados,Chivas Guadalajara,1-1,Banorte,2006-02-12,X
clausura,2006,5,Atlas Guadalajara,CA Morelia,1-1,Estadio Jalisco,2006-02-12,X
clausura,2006,5,Pumas UNAM,Veracruz,2-0,Olímpico de Universitario,2006-02-12,L
clausura,2006,5,Santos Laguna,América,2-2,Nuevo Estadio Corona,2006-02-13,X
clausura,2006,5,Tigres UANL,Necaxa,1-2,Estadio Universitario de Nuevo León,2006-02-13,V
clausura,2006,5,San Luis,Tigres UANL,0-0,Alfonso Lastras Ramirez,2006-02-19,X
clausura,2006,6,Veracruz,Atlante FC,1-0,Luis "Pirata" de la Fuente,2006-02-18,L
clausura,2006,6,Monterrey,Chiapas,0-3,BBVA Bancomer,2006-02-19,V
clausura,2006,6,Cruz Azul,Pumas UNAM,3-1,Estadio Azteca,2006-02-19,L
clausura,2006,6,CA Morelia,Tecos,3-1,Estadio Generalísimo José María Morelos y Pavón,2006-02-19,L
clausura,2006,6,Chivas Guadalajara,Santos Laguna,1-1,Estadio Akron,2006-02-19,X
clausura,2006,6,Necaxa,Dorados,5-1,Estadio Victoria de Aguascalientes,2006-02-19,L
clausura,2006,6,América,Atlas Guadalajara,2-1,Estadio Azteca,2006-02-19,L
clausura,2006,6,Pachuca,Toluca,1-0,Estadio Miguel Hidalgo,2006-02-19,L
clausura,2006,6,Atlante FC,Chivas Guadalajara,2-0,Estadio Azul,2006-02-23,L
clausura,2006,7,Chiapas,Pachuca,3-0,Estadio Zoque VMR,2006-02-25,L
clausura,2006,7,Toluca,CA Morelia,2-3,Nemesio Díez,2006-02-25,V
clausura,2006,7,Dorados,San Luis,1-0,Banorte,2006-02-26,L
clausura,2006,7,Atlante FC,Cruz Azul,1-2,Estadio Azul,2006-02-26,V
clausura,2006,7,Tecos,Atlas Guadalajara,0-4,Tres de Marzo,2006-02-26,V
clausura,2006,7,Tigres UANL,Veracruz,1-1,Estadio Universitario de Nuevo León,2006-02-26,X
clausura,2006,7,Pumas UNAM,Monterrey,0-0,Olímpico de Universitario,2006-02-26,X
clausura,2006,7,Santos Laguna,Necaxa,1-1,Nuevo Estadio Corona,2006-02-26,X
clausura,2006,7,Chivas Guadalajara,América,1-0,Estadio Akron,2006-02-27,L
clausura,2006,8,Cruz Azul,Tigres UANL,1-1,Estadio Azteca,2006-03-05,X
clausura,2006,8,Monterrey,Atlante FC,3-0,BBVA Bancomer,2006-03-05,L
clausura,2006,8,Necaxa,Chivas Guadalajara,1-2,Estadio Victoria de Aguascalientes,2006-03-05,V
clausura,2006,8,Veracruz,Dorados,1-1,Luis "Pirata" de la Fuente,2006-03-05,X
clausura,2006,8,CA Morelia,Chiapas,1-1,Estadio Generalísimo José María Morelos y Pavón,2006-03-05,X
clausura,2006,8,Atlas Guadalajara,Toluca,0-1,Estadio Jalisco,2006-03-05,V
clausura,2006,8,San Luis,Santos Laguna,1-1,Alfonso Lastras Ramirez,2006-03-05,X
clausura,2006,8,Pachuca,Pumas UNAM,1-1,Estadio Miguel Hidalgo,2006-03-06,X
clausura,2006,8,América,Tecos,2-1,Estadio Azteca,2006-03-06,L
clausura,2006,9,Chiapas,Atlas Guadalajara,2-2,Estadio Zoque VMR,2006-03-11,X
clausura,2006,9,Toluca,Tecos,3-1,Nemesio Díez,2006-03-11,L
clausura,2006,9,Dorados,Cruz Azul,2-2,Banorte,2006-03-12,X
clausura,2006,9,Atlante FC,Pachuca,1-2,Estadio Azul,2006-03-12,V
clausura,2006,9,Chivas Guadalajara,San Luis,1-3,Estadio Akron,2006-03-12,V
clausura,2006,9,Necaxa,América,1-0,Estadio Victoria de Aguascalientes,2006-03-12,L
clausura,2006,9,Pumas UNAM,CA Morelia,1-0,Olímpico de Universitario,2006-03-12,L
clausura,2006,9,Santos Laguna,Veracruz,0-2,Nuevo Estadio Corona,2006-03-12,V
clausura,2006,9,Tigres UANL,Monterrey,2-1,Estadio Universitario de Nuevo León,2006-03-13,L
clausura,2006,10,Pachuca,Tigres UANL,0-0,Estadio Miguel Hidalgo,2006-03-16,X
clausura,2006,10,Veracruz,Chivas Guadalajara,1-1,Luis "Pirata" de la Fuente,2006-03-16,X
clausura,2006,10,San Luis,Necaxa,3-0,Alfonso Lastras Ramirez,2006-03-16,L
clausura,2006,10,América,Toluca,1-0,Estadio Azteca,2006-03-16,L
clausura,2006,10,Tecos,Chiapas,0-1,Tres de Marzo,2006-03-16,V
clausura,2006,10,CA Morelia,Atlante FC,0-2,Estadio Generalísimo José María Morelos y Pavón,2006-03-16,V
clausura,2006,10,Monterrey,Dorados,2-1,BBVA Bancomer,2006-03-16,L
clausura,2006,10,Atlas Guadalajara,Pumas UNAM,0-0,Estadio Jalisco,2006-03-16,X
clausura,2006,10,Cruz Azul,Santos Laguna,4-1,Estadio Azteca,2006-03-16,L
clausura,2006,11,Chiapas,Toluca,2-0,Estadio Zoque VMR,2006-03-18,L
clausura,2006,11,Dorados,Pachuca,1-3,Banorte,2006-03-19,V
clausura,2006,11,Atlante FC,Atlas Guadalajara,0-1,Estadio Azul,2006-03-19,V
clausura,2006,11,Chivas Guadalajara,Cruz Azul,1-0,Estadio Akron,2006-03-19,L
clausura,2006,11,Tigres UANL,CA Morelia,2-3,Estadio Universitario de Nuevo León,2006-03-19,V
clausura,2006,11,Necaxa,Veracruz,0-1,Estadio Victoria de Aguascalientes,2006-03-19,V
clausura,2006,11,Pumas UNAM,Tecos,0-1,Olímpico de Universitario,2006-03-19,V
clausura,2006,11,Santos Laguna,Monterrey,1-1,Nuevo Estadio Corona,2006-03-19,X
clausura,2006,11,San Luis,América,2-0,Alfonso Lastras Ramirez,2006-03-20,L
clausura,2006,12,Veracruz,San Luis,3-0,Luis "Pirata" de la Fuente,2006-03-26,L
clausura,2006,12,Monterrey,Chivas Guadalajara,1-2,BBVA Bancomer,2006-03-26,V
clausura,2006,12,Cruz Azul,Necaxa,3-1,Estadio Azteca,2006-03-26,L
clausura,2006,12,CA Morelia,Dorados,3-3,Estadio Generalísimo José María Morelos y Pavón,2006-03-26,X
clausura,2006,12,Tecos,Atlante FC,0-2,Tres de Marzo,2006-03-26,V
clausura,2006,12,Atlas Guadalajara,Tigres UANL,0-2,Estadio Jalisco,2006-03-26,V
clausura,2006,12,Toluca,Pumas UNAM,2-1,Nemesio Díez,2006-03-26,L
clausura,2006,12,América,Chiapas,1-3,Estadio Azteca,2006-03-27,V
clausura,2006,12,Pachuca,Santos Laguna,0-1,Estadio Miguel Hidalgo,2006-03-27,V
clausura,2006,13,Atlante FC,Toluca,0-0,Estadio Azul,2006-04-02,X
clausura,2006,13,Veracruz,América,0-1,Luis "Pirata" de la Fuente,2006-04-02,V
clausura,2006,13,Tigres UANL,Tecos,0-0,Estadio Universitario de Nuevo León,2006-04-02,X
clausura,2006,13,Dorados,Atlas Guadalajara,3-1,Banorte,2006-04-02,L
clausura,2006,13,Chivas Guadalajara,Pachuca,3-2,Estadio Akron,2006-04-02,L
clausura,2006,13,Necaxa,Monterrey,1-4,Estadio Victoria de Aguascalientes,2006-04-02,V
clausura,2006,13,Pumas UNAM,Chiapas,2-1,Olímpico de Universitario,2006-04-02,L
clausura,2006,13,Santos Laguna,CA Morelia,0-0,Nuevo Estadio Corona,2006-04-03,X
clausura,2006,13,San Luis,Cruz Azul,2-1,Alfonso Lastras Ramirez,2006-04-03,L
clausura,2006,14,Chiapas,Atlante FC,1-0,Estadio Zoque VMR,2006-04-08,L
clausura,2006,14,Toluca,Tigres UANL,1-1,Nemesio Díez,2006-04-08,X
clausura,2006,14,Cruz Azul,Veracruz,3-0,Estadio Azteca,2006-04-09,L
clausura,2006,14,Monterrey,San Luis,0-1,BBVA Bancomer,2006-04-09,V
clausura,2006,14,CA Morelia,Chivas Guadalajara,2-0,Estadio Generalísimo José María Morelos y Pavón,2006-04-09,L
clausura,2006,14,Atlas Guadalajara,Santos Laguna,3-3,Estadio Jalisco,2006-04-09,X
clausura,2006,14,Tecos,Dorados,1-1,Tres de Marzo,2006-04-09,X
clausura,2006,14,América,Pumas UNAM,1-3,Estadio Azteca,2006-04-09,V
clausura,2006,14,Pachuca,Necaxa,4-1,Estadio Miguel Hidalgo,2006-04-09,L
clausura,2006,15,Veracruz,Monterrey,1-0,Luis "Pirata" de la Fuente,2006-04-15,L
clausura,2006,15,Atlante FC,Pumas UNAM,1-0,Estadio Azul,2006-04-16,L
clausura,2006,15,Cruz Azul,América,1-3,Estadio Azteca,2006-04-16,V
clausura,2006,15,San Luis,Pachuca,2-3,Alfonso Lastras Ramirez,2006-04-16,V
clausura,2006,15,Tigres UANL,Chiapas,1-0,Estadio Universitario de Nuevo León,2006-04-16,L
clausura,2006,15,Necaxa,CA Morelia,0-0,Estadio Victoria de Aguascalientes,2006-04-16,X
clausura,2006,15,Dorados,Toluca,1-1,Banorte,2006-04-16,X
clausura,2006,15,Santos Laguna,Tecos,1-1,Nuevo Estadio Corona,2006-04-16,X
clausura,2006,15,Chivas Guadalajara,Atlas Guadalajara,0-3,Estadio Akron,2006-04-17,V
clausura,2006,16,Chiapas,Dorados,2-4,Estadio Zoque VMR,2006-04-22,V
clausura,2006,16,Pachuca,Veracruz,0-0,Estadio Miguel Hidalgo,2006-04-23,X
clausura,2006,16,Monterrey,Cruz Azul,0-1,BBVA Bancomer,2006-04-23,V
clausura,2006,16,Atlante FC,América,1-0,Estadio Azul,2006-04-23,L
clausura,2006,16,CA Morelia,San Luis,1-0,Estadio Generalísimo José María Morelos y Pavón,2006-04-23,L
clausura,2006,16,Atlas Guadalajara,Necaxa,2-3,Estadio Jalisco,2006-04-23,V
clausura,2006,16,Toluca,Santos Laguna,1-2,Nemesio Díez,2006-04-23,V
clausura,2006,16,Pumas UNAM,Tigres UANL,1-1,Olímpico de Universitario,2006-04-23,X
clausura,2006,16,Tecos,Chivas Guadalajara,2-2,Tres de Marzo,2006-04-24,X
clausura,2006,17,Cruz Azul,Pachuca,3-2,Estadio Azteca,2006-04-30,L
clausura,2006,17,Chivas Guadalajara,Toluca,0-2,Estadio Akron,2006-04-30,V
clausura,2006,17,Necaxa,Tecos,0-1,Estadio Victoria de Aguascalientes,2006-04-30,V
clausura,2006,17,San Luis,Atlas Guadalajara,2-1,Alfonso Lastras Ramirez,2006-04-30,L
clausura,2006,17,Veracruz,CA Morelia,1-1,Luis "Pirata" de la Fuente,2006-04-30,X
clausura,2006,17,Dorados,Pumas UNAM,0-0,Banorte,2006-04-30,X
clausura,2006,17,América,Monterrey,1-1,Estadio Azteca,2006-04-30,X
clausura,2006,17,Santos Laguna,Chiapas,2-1,Nuevo Estadio Corona,2006-04-30,L
clausura,2006,17,Tigres UANL,Atlante FC,0-2,Estadio Universitario de Nuevo León,2006-05-01,V
apertura,2007,1,Chiapas,Necaxa,1-0,Estadio Zoque VMR,2006-08-05,L
apertura,2007,1,San Luis,América,0-1,Alfonso Lastras Ramirez,2006-08-05,V
apertura,2007,1,Atlante FC,CA Morelia,2-0,Estadio Azul,2006-08-06,L
apertura,2007,1,Veracruz,Querétaro,3-0,Luis "Pirata" de la Fuente,2006-08-06,L
apertura,2007,1,Santos Laguna,Monterrey,2-2,Nuevo Estadio Corona,2006-08-06,X
apertura,2007,1,Atlas Guadalajara,Pumas UNAM,1-0,Estadio Jalisco,2006-08-06,L
apertura,2007,1,Toluca,Chivas Guadalajara,1-0,Nemesio Díez,2006-08-06,L
apertura,2007,1,Pachuca,Cruz Azul,2-3,Estadio Miguel Hidalgo,2006-08-07,V
apertura,2007,1,Tigres UANL,Tecos,2-1,Estadio Universitario de Nuevo León,2006-08-08,L
apertura,2007,2,Querétaro,Chiapas,1-2,Estadio Corregidora,2006-08-12,V
apertura,2007,2,Cruz Azul,Atlante FC,2-1,Estadio Azteca,2006-08-13,L
apertura,2007,2,Monterrey,Pachuca,3-1,BBVA Bancomer,2006-08-13,L
apertura,2007,2,Chivas Guadalajara,Santos Laguna,3-1,Estadio Akron,2006-08-13,L
apertura,2007,2,CA Morelia,San Luis,1-0,Estadio Generalísimo José María Morelos y Pavón,2006-08-13,L
apertura,2007,2,Necaxa,Toluca,0-2,Estadio Victoria de Aguascalientes,2006-08-13,V
apertura,2007,2,Pumas UNAM,Veracruz,3-1,Olímpico de Universitario,2006-08-13,L
apertura,2007,2,Tecos,Atlas Guadalajara,1-6,Tres de Marzo,2006-08-13,V
apertura,2007,2,América,Tigres UANL,1-1,Estadio Azteca,2006-08-13,X
apertura,2007,3,Chiapas,Pumas UNAM,0-1,Estadio Zoque VMR,2006-08-19,V
apertura,2007,3,Atlante FC,San Luis,1-0,Estadio Azul,2006-08-20,L
apertura,2007,3,Veracruz,Tecos,1-1,Luis "Pirata" de la Fuente,2006-08-20,X
apertura,2007,3,Cruz Azul,Monterrey,2-0,Estadio Azteca,2006-08-20,L
apertura,2007,3,Tigres UANL,CA Morelia,2-1,Estadio Universitario de Nuevo León,2006-08-20,L
apertura,2007,3,Santos Laguna,Necaxa,2-2,Nuevo Estadio Corona,2006-08-20,X
apertura,2007,3,Atlas Guadalajara,América,2-0,Estadio Jalisco,2006-08-20,L
apertura,2007,3,Toluca,Querétaro,3-0,Nemesio Díez,2006-08-20,L
apertura,2007,3,Pachuca,Chivas Guadalajara,1-2,Estadio Miguel Hidalgo,2006-08-21,V
apertura,2007,4,San Luis,Tigres UANL,2-0,Alfonso Lastras Ramirez,2006-08-26,L
apertura,2007,4,Monterrey,Atlante FC,3-0,BBVA Bancomer,2006-08-27,L
apertura,2007,4,Querétaro,Santos Laguna,2-1,Estadio Corregidora,2006-08-27,L
apertura,2007,4,Chivas Guadalajara,Cruz Azul,2-3,Estadio Akron,2006-08-27,V
apertura,2007,4,CA Morelia,Atlas Guadalajara,1-1,Estadio Generalísimo José María Morelos y Pavón,2006-08-27,X
apertura,2007,4,Necaxa,Pachuca,3-1,Estadio Victoria de Aguascalientes,2006-08-27,L
apertura,2007,4,Pumas UNAM,Toluca,0-0,Olímpico de Universitario,2006-08-27,X
apertura,2007,4,América,Veracruz,5-1,Estadio Azteca,2006-08-27,L
apertura,2007,4,Tecos,Chiapas,2-3,Tres de Marzo,2006-08-27,V
apertura,2007,5,Toluca,Tecos,2-1,Nemesio Díez,2006-08-30,L
apertura,2007,5,Atlante FC,Tigres UANL,2-0,Estadio Azul,2006-08-30,L
apertura,2007,5,Veracruz,CA Morelia,1-0,Luis "Pirata" de la Fuente,2006-08-31,L
apertura,2007,5,Chiapas,América,2-0,Estadio Zoque VMR,2006-08-31,L
apertura,2007,5,Monterrey,Chivas Guadalajara,1-1,BBVA Bancomer,2006-08-31,X
apertura,2007,5,Pachuca,Querétaro,0-0,Estadio Miguel Hidalgo,2006-08-31,X
apertura,2007,5,Cruz Azul,Necaxa,1-2,Estadio Azteca,2006-08-31,V
apertura,2007,5,Atlas Guadalajara,San Luis,0-1,Estadio Jalisco,2006-08-31,V
apertura,2007,5,Santos Laguna,Pumas UNAM,1-1,Nuevo Estadio Corona,2006-09-01,X
apertura,2007,6,San Luis,Veracruz,4-0,Alfonso Lastras Ramirez,2006-09-02,L
apertura,2007,6,Querétaro,Cruz Azul,2-1,Estadio Corregidora,2006-09-03,L
apertura,2007,6,Chivas Guadalajara,Atlante FC,1-1,Estadio Akron,2006-09-03,X
apertura,2007,6,Tigres UANL,Atlas Guadalajara,1-1,Estadio Universitario de Nuevo León,2006-09-03,X
apertura,2007,6,CA Morelia,Chiapas,2-1,Estadio Generalísimo José María Morelos y Pavón,2006-09-03,L
apertura,2007,6,Necaxa,Monterrey,1-1,Estadio Victoria de Aguascalientes,2006-09-03,X
apertura,2007,6,Pumas UNAM,Pachuca,1-3,Olímpico de Universitario,2006-09-03,V
apertura,2007,6,Tecos,Santos Laguna,4-2,Tres de Marzo,2006-09-03,L
apertura,2007,6,América,Toluca,1-1,Estadio Azteca,2006-09-04,X
apertura,2007,7,Chiapas,San Luis,1-1,Estadio Zoque VMR,2006-09-09,X
apertura,2007,7,Atlante FC,Atlas Guadalajara,0-2,Estadio Azul,2006-09-10,V
apertura,2007,7,Monterrey,Querétaro,2-2,BBVA Bancomer,2006-09-10,X
apertura,2007,7,Cruz Azul,Pumas UNAM,0-1,Estadio Azteca,2006-09-10,V
apertura,2007,7,Chivas Guadalajara,Necaxa,4-0,Estadio Akron,2006-09-10,L
