torneo,año,jornada,local,visita,marcador,estadio,fecha,resultado
apertura,2021,1,Necaxa,Tigres UANL,0-3,Estadio Victoria de Aguascalientes,2020-07-25,V
apertura,2021,1,Chivas Guadalajara,León,0-0,Estadio Akron,2020-07-26,X
apertura,2021,1,Tijuana,Atlas Guadalajara,3-1,Estadio Caliente,2020-07-26,L
apertura,2021,1,Cruz Azul,Santos Laguna,2-0,Estadio Azteca,2020-07-26,L
apertura,2021,1,Pumas UNAM,Querétaro,3-2,Olímpico de Universitario,2020-07-26,L
apertura,2021,1,Atl. San Luis,FC Juárez,1-1,Alfonso Lastras Ramírez,2020-07-28,X
apertura,2021,1,Pachuca,América,1-2,Estadio Miguel Hidalgo,2020-07-28,V
apertura,2021,1,Mazatlán,Puebla,1-4,Estadio de Mazatlán,2020-07-28,V
apertura,2021,1,Monterrey,Toluca,3-1,BBVA Bancomer,2020-07-29,L
apertura,2021,2,Puebla,Cruz Azul,1-1,Cuauhtémoc,2020-08-01,X
apertura,2021,2,FC Juárez,Necaxa,1-0,Estadio Olímpico Benito Juárez,2020-08-01,L
apertura,2021,2,Tigres UANL,Pachuca,1-1,Estadio Universitario de Nuevo León,2020-08-02,X
apertura,2021,2,América,Tijuana,4-0,Estadio Azteca,2020-08-02,L
apertura,2021,2,Toluca,Atl. San Luis,3-2,Nemesio Díez,2020-08-02,L
apertura,2021,2,Querétaro,Mazatlán,1-1,Estadio Corregidora,2020-08-03,X
apertura,2021,2,Santos Laguna,Chivas Guadalajara,2-0,Nuevo Estadio Corona,2020-08-03,L
apertura,2021,2,Atlas Guadalajara,Pumas UNAM,1-2,Estadio Jalisco,2020-08-04,V
apertura,2021,2,León,Monterrey,1-0,Estadio León (Nou Camp),2020-08-04,L
apertura,2021,3,Pachuca,Querétaro,1-0,Estadio Miguel Hidalgo,2020-08-07,L
apertura,2021,3,Tijuana,Tigres UANL,0-0,Estadio Caliente,2020-08-07,X
apertura,2021,3,Necaxa,América,1-1,Estadio Victoria de Aguascalientes,2020-08-08,X
apertura,2021,3,Mazatlán,Toluca,2-1,Estadio de Mazatlán,2020-08-08,L
apertura,2021,3,Cruz Azul,León,2-0,Estadio Azteca,2020-08-09,L
apertura,2021,3,Monterrey,Santos Laguna,2-2,BBVA Bancomer,2020-08-09,X
apertura,2021,3,Chivas Guadalajara,Puebla,0-1,Estadio Akron,2020-08-09,V
apertura,2021,3,Pumas UNAM,FC Juárez,1-1,Olímpico de Universitario,2020-08-09,X
apertura,2021,3,Atl. San Luis,Atlas Guadalajara,1-1,Alfonso Lastras Ramírez,2020-08-10,X
apertura,2021,4,Necaxa,Mazatlán,1-0,Estadio Victoria de Aguascalientes,2020-08-12,L
apertura,2021,4,Pachuca,León,0-1,Estadio Miguel Hidalgo,2020-08-12,V
apertura,2021,4,Tigres UANL,Puebla,2-1,Estadio Universitario de Nuevo León,2020-08-12,L
apertura,2021,4,Querétaro,Cruz Azul,1-0,Estadio Corregidora,2020-08-13,L
apertura,2021,4,FC Juárez,Chivas Guadalajara,0-2,Estadio Olímpico Benito Juárez,2020-08-13,V
apertura,2021,4,Pumas UNAM,Monterrey,1-1,Olímpico de Universitario,2020-08-13,X
apertura,2021,4,Tijuana,Atl. San Luis,0-2,Estadio Caliente,2020-08-13,V
apertura,2021,4,Atlas Guadalajara,Toluca,1-2,Estadio Jalisco,2020-08-14,V
apertura,2021,4,América,Santos Laguna,3-1,Estadio Azteca,2020-08-14,L
apertura,2021,5,Puebla,Pachuca,0-1,Cuauhtémoc,2020-08-15,V
apertura,2021,5,Chivas Guadalajara,Atl. San Luis,2-1,Estadio Akron,2020-08-16,L
apertura,2021,5,Cruz Azul,FC Juárez,3-2,Estadio Azteca,2020-08-16,L
apertura,2021,5,Mazatlán,Pumas UNAM,0-0,Estadio de Mazatlán,2020-08-16,X
apertura,2021,5,Monterrey,Necaxa,1-1,BBVA Bancomer,2020-08-16,X
apertura,2021,5,Toluca,Tigres UANL,3-2,Nemesio Díez,2020-08-16,L
apertura,2021,5,Santos Laguna,Atlas Guadalajara,0-0,Nuevo Estadio Corona,2020-08-17,X
apertura,2021,5,Querétaro,América,4-1,Estadio Corregidora,2020-08-17,L
apertura,2021,5,León,Tijuana,2-1,Estadio León (Nou Camp),2020-08-18,L
apertura,2021,6,Necaxa,Santos Laguna,2-1,Estadio Victoria de Aguascalientes,2020-08-22,L
apertura,2021,6,FC Juárez,León,0-0,Estadio Olímpico Benito Juárez,2020-08-22,X
apertura,2021,6,Atlas Guadalajara,Querétaro,1-0,Estadio Jalisco,2020-08-23,L
apertura,2021,6,Tigres UANL,Pumas UNAM,1-1,Estadio Universitario de Nuevo León,2020-08-23,X
apertura,2021,6,América,Monterrey,1-3,Estadio Azteca,2020-08-23,V
apertura,2021,6,Toluca,Chivas Guadalajara,1-0,Nemesio Díez,2020-08-24,L
apertura,2021,6,Atl. San Luis,Cruz Azul,1-3,Alfonso Lastras Ramírez,2020-08-24,V
apertura,2021,6,Tijuana,Puebla,1-0,Estadio Caliente,2020-08-24,L
apertura,2021,6,Pachuca,Mazatlán,4-3,Estadio Miguel Hidalgo,2020-08-25,L
apertura,2021,7,Puebla,Toluca,4-1,Cuauhtémoc,2020-08-29,L
apertura,2021,7,Mazatlán,Tigres UANL,1-1,Estadio de Mazatlán,2020-08-29,X
apertura,2021,7,Atl. San Luis,América,1-2,Alfonso Lastras Ramírez,2020-08-30,V
apertura,2021,7,Chivas Guadalajara,Pachuca,0-0,Estadio Akron,2020-08-30,X
apertura,2021,7,Cruz Azul,Necaxa,3-0,Estadio Azteca,2020-08-30,L
apertura,2021,7,Pumas UNAM,Tijuana,3-0,Olímpico de Universitario,2020-08-30,L
apertura,2021,7,Santos Laguna,Querétaro,2-1,Nuevo Estadio Corona,2020-08-31,L
apertura,2021,7,Monterrey,FC Juárez,2-1,BBVA Bancomer,2020-08-31,L
apertura,2021,7,León,Atlas Guadalajara,2-1,Estadio León (Nou Camp),2020-09-01,L
apertura,2021,8,América,Mazatlán,3-1,Estadio Azteca,2020-09-03,L
apertura,2021,8,Querétaro,Toluca,4-1,Estadio Corregidora,2020-09-04,L
apertura,2021,8,Pachuca,Atl. San Luis,3-1,Estadio Miguel Hidalgo,2020-09-04,L
apertura,2021,8,Necaxa,León,0-2,Estadio Victoria de Aguascalientes,2020-09-05,V
apertura,2021,8,Tijuana,Monterrey,2-1,Estadio Caliente,2020-09-05,L
apertura,2021,8,FC Juárez,Santos Laguna,1-1,Estadio Olímpico Benito Juárez,2020-09-05,X
apertura,2021,8,Pumas UNAM,Puebla,4-1,Olímpico de Universitario,2020-09-06,L
apertura,2021,8,Atlas Guadalajara,Cruz Azul,1-0,Estadio Jalisco,2020-09-06,L
apertura,2021,8,Tigres UANL,Chivas Guadalajara,1-3,Estadio Universitario de Nuevo León,2020-09-06,V
apertura,2021,9,Atl. San Luis,Necaxa,2-1,Alfonso Lastras Ramírez,2020-09-09,L
apertura,2021,9,Toluca,FC Juárez,0-1,Nemesio Díez,2020-09-09,V
apertura,2021,9,Monterrey,Atlas Guadalajara,1-1,BBVA Bancomer,2020-09-09,X
apertura,2021,9,Chivas Guadalajara,Querétaro,1-1,Estadio Akron,2020-09-09,X
apertura,2021,9,Puebla,América,2-3,Cuauhtémoc,2020-09-09,V
apertura,2021,9,León,Tigres UANL,1-1,Estadio León (Nou Camp),2020-09-10,X
apertura,2021,9,Cruz Azul,Pachuca,1-0,Estadio Azteca,2020-09-10,L
apertura,2021,9,Mazatlán,Tijuana,1-0,Estadio de Mazatlán,2020-09-10,L
apertura,2021,9,Santos Laguna,Pumas UNAM,1-2,Nuevo Estadio Corona,2020-09-10,V
apertura,2021,10,Necaxa,Chivas Guadalajara,1-2,Estadio Victoria de Aguascalientes,2020-09-12,V
apertura,2021,10,FC Juárez,Puebla,1-0,Estadio Olímpico Benito Juárez,2020-09-12,L
apertura,2021,10,Atlas Guadalajara,Mazatlán,1-1,Estadio Jalisco,2020-09-13,X
apertura,2021,10,Tigres UANL,Santos Laguna,2-0,Estadio Universitario de Nuevo León,2020-09-13,L
apertura,2021,10,América,Toluca,1-1,Estadio Azteca,2020-09-13,X
apertura,2021,10,Pumas UNAM,Atl. San Luis,3-0,Olímpico de Universitario,2020-09-13,L
apertura,2021,10,Querétaro,León,2-3,Estadio Corregidora,2020-09-14,V
apertura,2021,10,Tijuana,Cruz Azul,1-2,Estadio Caliente,2020-09-14,V
apertura,2021,10,Pachuca,Monterrey,1-1,Estadio Miguel Hidalgo,2020-09-15,X
apertura,2021,11,Necaxa,Puebla,0-1,Estadio Victoria de Aguascalientes,2020-09-19,V
apertura,2021,11,Mazatlán,Cruz Azul,2-3,Estadio de Mazatlán,2020-09-19,V
apertura,2021,11,Atlas Guadalajara,Pachuca,0-1,Estadio Jalisco,2020-09-20,V
apertura,2021,11,Tigres UANL,Querétaro,3-0,Estadio Universitario de Nuevo León,2020-09-20,L
apertura,2021,11,América,Chivas Guadalajara,1-0,Estadio Azteca,2020-09-20,L
apertura,2021,11,Toluca,Santos Laguna,1-2,Nemesio Díez,2020-09-20,V
apertura,2021,11,Atl. San Luis,Monterrey,1-2,Alfonso Lastras Ramírez,2020-09-21,V
apertura,2021,11,León,Pumas UNAM,2-0,Estadio León (Nou Camp),2020-09-22,L
apertura,2021,11,Tijuana,FC Juárez,2-1,Estadio Caliente,2020-10-01,L
apertura,2021,12,Pachuca,Toluca,0-0,Estadio Miguel Hidalgo,2020-09-25,X
apertura,2021,12,Puebla,Querétaro,3-3,Cuauhtémoc,2020-09-26,X
apertura,2021,12,FC Juárez,Atlas Guadalajara,0-1,Estadio Olímpico Benito Juárez,2020-09-26,V
apertura,2021,12,Chivas Guadalajara,Mazatlán,2-1,Estadio Akron,2020-09-27,L
apertura,2021,12,Pumas UNAM,Necaxa,1-1,Olímpico de Universitario,2020-09-27,X
apertura,2021,12,Monterrey,Tigres UANL,0-2,BBVA Bancomer,2020-09-27,V
apertura,2021,12,Atl. San Luis,León,0-2,Alfonso Lastras Ramírez,2020-09-28,V
apertura,2021,12,Cruz Azul,América,0-0,Estadio Azteca,2020-09-28,X
apertura,2021,12,Santos Laguna,Tijuana,2-0,Nuevo Estadio Corona,2020-10-12,L
apertura,2021,13,Puebla,Santos Laguna,0-2,Cuauhtémoc,2020-10-03,V
apertura,2021,13,León,Mazatlán,2-1,Estadio León (Nou Camp),2020-10-03,L
apertura,2021,13,Atlas Guadalajara,Necaxa,0-1,Estadio Jalisco,2020-10-04,V
apertura,2021,13,Tigres UANL,Atl. San Luis,3-0,Estadio Universitario de Nuevo León,2020-10-04,L
apertura,2021,13,América,Pumas UNAM,2-2,Estadio Azteca,2020-10-04,X
apertura,2021,13,Toluca,Cruz Azul,2-0,Nemesio Díez,2020-10-04,L
apertura,2021,13,FC Juárez,Pachuca,1-1,Estadio Olímpico Benito Juárez,2020-10-05,X
apertura,2021,13,Querétaro,Monterrey,1-2,Estadio Corregidora,2020-10-05,V
apertura,2021,13,Tijuana,Chivas Guadalajara,0-0,Estadio Caliente,2020-10-05,X
apertura,2021,14,Atl. San Luis,Querétaro,2-1,Alfonso Lastras Ramírez,2020-10-16,L
apertura,2021,14,Necaxa,Tijuana,2-0,Estadio Victoria de Aguascalientes,2020-10-17,L
apertura,2021,14,Mazatlán,FC Juárez,3-2,Estadio de Mazatlán,2020-10-17,L
apertura,2021,14,Monterrey,Puebla,3-1,BBVA Bancomer,2020-10-18,L
apertura,2021,14,Chivas Guadalajara,Atlas Guadalajara,3-2,Estadio Akron,2020-10-18,L
apertura,2021,14,Cruz Azul,Tigres UANL,0-2,Estadio Azteca,2020-10-18,V
apertura,2021,14,Pumas UNAM,Toluca,1-0,Olímpico de Universitario,2020-10-18,L
apertura,2021,14,Santos Laguna,Pachuca,1-1,Nuevo Estadio Corona,2020-10-19,X
apertura,2021,14,León,América,3-2,Estadio León (Nou Camp),2020-10-20,L
apertura,2021,15,Puebla,León,1-2,Cuauhtémoc,2020-10-24,V
apertura,2021,15,Querétaro,Necaxa,0-1,Estadio Corregidora,2020-10-25,V
apertura,2021,15,Tigres UANL,FC Juárez,1-1,Estadio Universitario de Nuevo León,2020-10-25,X
apertura,2021,15,Mazatlán,Monterrey,1-2,Estadio de Mazatlán,2020-10-25,V
apertura,2021,15,América,Atlas Guadalajara,1-0,Estadio Azteca,2020-10-25,L
apertura,2021,15,Toluca,Tijuana,2-0,Nemesio Díez,2020-10-25,L
apertura,2021,15,Chivas Guadalajara,Cruz Azul,0-2,Estadio Akron,2020-10-26,V
apertura,2021,15,Santos Laguna,Atl. San Luis,2-1,Nuevo Estadio Corona,2020-10-26,L
apertura,2021,15,Pachuca,Pumas UNAM,1-1,Estadio Miguel Hidalgo,2020-10-27,X
apertura,2021,16,Atl. San Luis,Mazatlán,0-5,Alfonso Lastras Ramírez,2020-10-30,V
apertura,2021,16,Necaxa,Toluca,3-2,Estadio Victoria de Aguascalientes,2020-10-31,L
apertura,2021,16,Tijuana,Pachuca,0-2,Estadio Caliente,2020-10-31,V
apertura,2021,16,FC Juárez,Querétaro,1-0,Estadio Olímpico Benito Juárez,2020-10-31,L
apertura,2021,16,Atlas Guadalajara,Puebla,0-1,Estadio Jalisco,2020-11-01,V
apertura,2021,16,Pumas UNAM,Chivas Guadalajara,2-2,Olímpico de Universitario,2020-11-01,X
apertura,2021,16,Monterrey,Cruz Azul,1-0,BBVA Bancomer,2020-11-01,L
apertura,2021,16,América,Tigres UANL,3-1,Estadio Azteca,2020-11-02,L
apertura,2021,16,León,Santos Laguna,2-1,Estadio León (Nou Camp),2020-11-03,L
apertura,2021,17,Puebla,Atl. San Luis,1-0,Cuauhtémoc,2020-11-07,L
apertura,2021,17,FC Juárez,América,1-1,Estadio Olímpico Benito Juárez,2020-11-07,X
apertura,2021,17,Chivas Guadalajara,Monterrey,3-1,Estadio Akron,2020-11-08,L
apertura,2021,17,Pachuca,Necaxa,0-1,Estadio Miguel Hidalgo,2020-11-08,V
apertura,2021,17,Tigres UANL,Atlas Guadalajara,1-1,Estadio Universitario de Nuevo León,2020-11-08,X
apertura,2021,17,Cruz Azul,Pumas UNAM,1-2,Estadio Azteca,2020-11-08,V
apertura,2021,17,Toluca,León,2-2,Nemesio Díez,2020-11-08,X
apertura,2021,17,Santos Laguna,Mazatlán,4-0,Nuevo Estadio Corona,2020-11-09,L
apertura,2021,17,Querétaro,Tijuana,2-2,Estadio Corregidora,2020-11-09,X
clausura,2021,1,Puebla,Chivas Guadalajara,1-1,Cuauhtémoc,2021-01-09,X
clausura,2021,1,Tijuana,Pumas UNAM,0-0,Estadio Caliente,2021-01-09,X
clausura,2021,1,Mazatlán,Necaxa,3-2,Estadio de Mazatlán,2021-01-09,L
clausura,2021,1,Atlas Guadalajara,Monterrey,0-2,Estadio Jalisco,2021-01-10,V
clausura,2021,1,Tigres UANL,León,2-0,Estadio Universitario de Nuevo León,2021-01-10,L
clausura,2021,1,América,Atl. San Luis,2-1,Estadio Azteca,2021-01-10,L
clausura,2021,1,Toluca,Querétaro,3-1,Nemesio Díez,2021-01-10,L
clausura,2021,1,Santos Laguna,Cruz Azul,1-0,Nuevo Estadio Corona,2021-01-11,L
clausura,2021,1,Pachuca,FC Juárez,1-1,Estadio Miguel Hidalgo,2021-01-12,X
clausura,2021,2,Necaxa,Atl. San Luis,1-0,Estadio Victoria de Aguascalientes,2021-01-16,L
clausura,2021,2,FC Juárez,Tijuana,0-0,Estadio Olímpico Benito Juárez,2021-01-16,X
clausura,2021,2,Chivas Guadalajara,Toluca,1-1,Estadio Akron,2021-01-17,X
clausura,2021,2,Cruz Azul,Puebla,0-1,Estadio Azteca,2021-01-17,V
clausura,2021,2,Monterrey,América,1-0,BBVA Bancomer,2021-01-17,L
clausura,2021,2,Pumas UNAM,Mazatlán,3-0,Olímpico de Universitario,2021-01-17,L
clausura,2021,2,Santos Laguna,Tigres UANL,2-0,Nuevo Estadio Corona,2021-01-18,L
clausura,2021,2,Querétaro,Atlas Guadalajara,1-0,Estadio Corregidora,2021-01-18,L
clausura,2021,2,León,Pachuca,0-0,Estadio León (Nou Camp),2021-01-19,X
clausura,2021,3,Atl. San Luis,Chivas Guadalajara,3-1,Alfonso Lastras Ramírez,2021-01-22,L
clausura,2021,3,Puebla,Tijuana,0-1,Cuauhtémoc,2021-01-23,V
clausura,2021,3,Mazatlán,Santos Laguna,0-0,Estadio de Mazatlán,2021-01-23,X
clausura,2021,3,Atlas Guadalajara,Tigres UANL,0-2,Estadio Jalisco,2021-01-24,V
clausura,2021,3,Toluca,Necaxa,2-0,Nemesio Díez,2021-01-24,L
clausura,2021,3,Querétaro,Pumas UNAM,2-0,Estadio Corregidora,2021-01-25,L
clausura,2021,3,Pachuca,Cruz Azul,0-1,Estadio Miguel Hidalgo,2021-01-26,V
clausura,2021,3,América,FC Juárez,2-0,Estadio Azteca,2021-01-27,L
clausura,2021,3,Monterrey,León,1-1,BBVA Bancomer,2021-03-11,X
clausura,2021,4,Tigres UANL,Necaxa,1-1,Estadio Universitario de Nuevo León,2021-01-29,X
clausura,2021,4,Mazatlán,Pachuca,1-0,Estadio de Mazatlán,2021-01-30,L
clausura,2021,4,Chivas Guadalajara,FC Juárez,1-2,Estadio Akron,2021-01-31,V
clausura,2021,4,Cruz Azul,Querétaro,4-1,Estadio Azteca,2021-01-31,L
clausura,2021,4,Tijuana,Toluca,3-2,Estadio Caliente,2021-01-31,L
clausura,2021,4,Pumas UNAM,Atlas Guadalajara,0-0,Olímpico de Universitario,2021-01-31,X
clausura,2021,4,Santos Laguna,América,1-1,Nuevo Estadio Corona,2021-02-01,X
clausura,2021,4,León,Atl. San Luis,3-1,Estadio León (Nou Camp),2021-02-02,L
clausura,2021,4,Puebla,Monterrey,0-0,Cuauhtémoc,2021-02-03,X
clausura,2021,5,Atl. San Luis,Tijuana,2-2,Alfonso Lastras Ramírez,2021-02-05,X
clausura,2021,5,Querétaro,Pachuca,3-1,Estadio Corregidora,2021-02-05,L
clausura,2021,5,Necaxa,Cruz Azul,0-2,Estadio Victoria de Aguascalientes,2021-02-06,V
clausura,2021,5,Atlas Guadalajara,Santos Laguna,1-1,Estadio Jalisco,2021-02-07,X
clausura,2021,5,América,Puebla,1-0,Estadio Azteca,2021-02-07,L
clausura,2021,5,Monterrey,Pumas UNAM,1-0,BBVA Bancomer,2021-02-07,L
clausura,2021,5,Toluca,Mazatlán,4-1,Nemesio Díez,2021-02-07,L
clausura,2021,5,León,Chivas Guadalajara,1-3,Estadio León (Nou Camp),2021-02-09,V
clausura,2021,5,FC Juárez,Tigres UANL,2-3,Estadio Olímpico Benito Juárez,2021-04-15,V
clausura,2021,6,Puebla,FC Juárez,4-0,Cuauhtémoc,2021-02-13,L
clausura,2021,6,Tijuana,León,2-0,Estadio Caliente,2021-02-13,L
clausura,2021,6,Mazatlán,Atl. San Luis,0-3,Estadio de Mazatlán,2021-02-13,V
clausura,2021,6,Chivas Guadalajara,Necaxa,2-2,Estadio Akron,2021-02-14,X
clausura,2021,6,América,Querétaro,2-1,Estadio Azteca,2021-02-14,L
clausura,2021,6,Toluca,Pumas UNAM,1-0,Nemesio Díez,2021-02-14,L
clausura,2021,6,Santos Laguna,Monterrey,1-0,Nuevo Estadio Corona,2021-02-15,L
clausura,2021,6,Pachuca,Atlas Guadalajara,0-1,Estadio Miguel Hidalgo,2021-02-16,V
clausura,2021,6,Tigres UANL,Cruz Azul,0-2,Estadio Universitario de Nuevo León,2021-02-18,V
clausura,2021,7,Atl. San Luis,Santos Laguna,1-0,Alfonso Lastras Ramírez,2021-02-19,L
clausura,2021,7,Necaxa,Monterrey,1-1,Estadio Victoria de Aguascalientes,2021-02-20,X
clausura,2021,7,FC Juárez,Mazatlán,1-0,Estadio Olímpico Benito Juárez,2021-02-20,L
clausura,2021,7,Cruz Azul,Toluca,3-2,Estadio Azteca,2021-02-21,L
clausura,2021,7,Atlas Guadalajara,América,3-0,Estadio Jalisco,2021-02-21,L
clausura,2021,7,Pumas UNAM,León,0-1,Olímpico de Universitario,2021-02-21,V
clausura,2021,7,Querétaro,Puebla,1-1,Estadio Corregidora,2021-02-22,X
clausura,2021,7,Tigres UANL,Tijuana,3-2,Estadio Universitario de Nuevo León,2021-02-22,L
clausura,2021,7,Pachuca,Chivas Guadalajara,1-1,Estadio Miguel Hidalgo,2021-02-23,X
clausura,2021,8,Atl. San Luis,Tigres UANL,2-2,Alfonso Lastras Ramírez,2021-02-26,X
clausura,2021,8,Puebla,Necaxa,1-0,Cuauhtémoc,2021-02-27,L
clausura,2021,8,Mazatlán,Querétaro,3-0,Estadio de Mazatlán,2021-02-27,L
clausura,2021,8,Toluca,Atlas Guadalajara,0-0,Nemesio Díez,2021-02-28,X
clausura,2021,8,América,Pachuca,2-0,Estadio Azteca,2021-02-28,L
clausura,2021,8,León,Cruz Azul,0-1,Estadio León (Nou Camp),2021-02-28,V
clausura,2021,8,Monterrey,Tijuana,1-1,BBVA Bancomer,2021-03-01,X
clausura,2021,8,Santos Laguna,FC Juárez,3-2,Nuevo Estadio Corona,2021-03-01,L
clausura,2021,8,Chivas Guadalajara,Pumas UNAM,2-1,Estadio Akron,2021-03-01,L
clausura,2021,9,Atlas Guadalajara,Atl. San Luis,3-1,Estadio Jalisco,2021-03-03,L
clausura,2021,9,Tigres UANL,Toluca,0-1,Estadio Universitario de Nuevo León,2021-03-03,V
clausura,2021,9,León,Puebla,1-2,Estadio León (Nou Camp),2021-03-03,V
clausura,2021,9,FC Juárez,Monterrey,1-6,Estadio Olímpico Benito Juárez,2021-03-04,V
clausura,2021,9,Querétaro,Chivas Guadalajara,2-2,Estadio Corregidora,2021-03-04,X
clausura,2021,9,Cruz Azul,Mazatlán,1-0,Estadio Azteca,2021-03-04,L
clausura,2021,9,Tijuana,América,0-2,Estadio Caliente,2021-03-04,V
clausura,2021,9,Necaxa,Pachuca,2-2,Estadio Victoria de Aguascalientes,2021-03-05,X
clausura,2021,9,Pumas UNAM,Santos Laguna,1-0,Olímpico de Universitario,2021-03-05,L
clausura,2021,10,Atl. San Luis,Toluca,0-0,Alfonso Lastras Ramírez,2021-03-06,X
clausura,2021,10,Puebla,Tigres UANL,1-1,Cuauhtémoc,2021-03-06,X
clausura,2021,10,Atlas Guadalajara,FC Juárez,2-0,Estadio Jalisco,2021-03-07,L
clausura,2021,10,América,León,2-1,Estadio Azteca,2021-03-07,L
clausura,2021,10,Monterrey,Querétaro,2-1,BBVA Bancomer,2021-03-07,L
clausura,2021,10,Mazatlán,Chivas Guadalajara,1-1,Estadio de Mazatlán,2021-03-07,X
clausura,2021,10,Santos Laguna,Necaxa,3-1,Nuevo Estadio Corona,2021-03-08,L
clausura,2021,10,Pumas UNAM,Cruz Azul,0-1,Olímpico de Universitario,2021-03-08,V
clausura,2021,10,Pachuca,Tijuana,2-1,Estadio Miguel Hidalgo,2021-03-09,L
clausura,2021,11,Puebla,Atlas Guadalajara,0-1,Cuauhtémoc,2021-03-13,V
clausura,2021,11,FC Juárez,Pumas UNAM,1-1,Estadio Olímpico Benito Juárez,2021-03-13,X
clausura,2021,11,Tigres UANL,Mazatlán,1-2,Estadio Universitario de Nuevo León,2021-03-14,V
clausura,2021,11,Cruz Azul,Monterrey,1-0,Estadio Azteca,2021-03-14,L
clausura,2021,11,Tijuana,Santos Laguna,0-1,Estadio Caliente,2021-03-14,V
clausura,2021,11,Toluca,Pachuca,0-2,Nemesio Díez,2021-03-14,V
clausura,2021,11,Querétaro,Atl. San Luis,2-1,Estadio Corregidora,2021-03-15,L
clausura,2021,11,Chivas Guadalajara,América,0-3,Estadio Akron,2021-03-15,V
clausura,2021,11,León,Necaxa,3-1,Estadio León (Nou Camp),2021-03-16,L
clausura,2021,12,Pachuca,Tigres UANL,1-0,Estadio Miguel Hidalgo,2021-03-19,L
clausura,2021,12,Necaxa,FC Juárez,1-0,Estadio Victoria de Aguascalientes,2021-03-20,L
clausura,2021,12,Mazatlán,América,0-1,Estadio de Mazatlán,2021-03-20,V
clausura,2021,12,Atl. San Luis,Pumas UNAM,0-1,Alfonso Lastras Ramírez,2021-03-21,V
clausura,2021,12,Cruz Azul,Atlas Guadalajara,3-2,Estadio Azteca,2021-03-21,L
clausura,2021,12,Tijuana,Querétaro,3-1,Estadio Caliente,2021-03-21,L
clausura,2021,12,Toluca,Puebla,4-4,Nemesio Díez,2021-03-21,X
clausura,2021,12,Santos Laguna,León,1-2,Nuevo Estadio Corona,2021-03-22,V
clausura,2021,12,Monterrey,Chivas Guadalajara,1-2,BBVA Bancomer,2021-04-22,V
clausura,2021,13,Puebla,Mazatlán,3-1,Cuauhtémoc,2021-04-03,L
clausura,2021,13,FC Juárez,Cruz Azul,0-1,Estadio Olímpico Benito Juárez,2021-04-03,V
clausura,2021,13,Atlas Guadalajara,Tijuana,1-0,Estadio Jalisco,2021-04-04,L
clausura,2021,13,América,Necaxa,2-1,Estadio Azteca,2021-04-04,L
clausura,2021,13,Monterrey,Atl. San Luis,2-0,BBVA Bancomer,2021-04-04,L
clausura,2021,13,Pumas UNAM,Pachuca,2-2,Olímpico de Universitario,2021-04-04,X
clausura,2021,13,Chivas Guadalajara,Santos Laguna,1-1,Estadio Akron,2021-04-05,X
clausura,2021,13,Querétaro,Tigres UANL,0-1,Estadio Corregidora,2021-04-05,V
clausura,2021,13,León,Toluca,2-1,Estadio León (Nou Camp),2021-04-05,L
clausura,2021,14,Necaxa,Pumas UNAM,0-1,Estadio Victoria de Aguascalientes,2021-04-10,V
clausura,2021,14,FC Juárez,Atl. San Luis,2-1,Estadio Olímpico Benito Juárez,2021-04-10,L
clausura,2021,14,Atlas Guadalajara,León,1-3,Estadio Jalisco,2021-04-11,V
clausura,2021,14,Cruz Azul,Chivas Guadalajara,1-0,Estadio Azteca,2021-04-11,L
clausura,2021,14,Tigres UANL,América,1-3,Estadio Universitario de Nuevo León,2021-04-11,V
clausura,2021,14,Toluca,Monterrey,1-2,Nemesio Díez,2021-04-11,V
clausura,2021,14,Querétaro,Santos Laguna,1-0,Estadio Corregidora,2021-04-12,L
clausura,2021,14,Tijuana,Mazatlán,2-3,Estadio Caliente,2021-04-12,V
clausura,2021,14,Pachuca,Puebla,1-3,Estadio Miguel Hidalgo,2021-04-13,V
clausura,2021,15,Necaxa,Querétaro,0-0,Estadio Victoria de Aguascalientes,2021-04-17,X
clausura,2021,15,Mazatlán,Atlas Guadalajara,0-0,Estadio de Mazatlán,2021-04-17,X
clausura,2021,15,Atl. San Luis,Puebla,1-4,Alfonso Lastras Ramírez,2021-04-18,V
clausura,2021,15,Chivas Guadalajara,Tijuana,2-0,Estadio Akron,2021-04-18,L
clausura,2021,15,América,Cruz Azul,1-1,Estadio Azteca,2021-04-18,X
clausura,2021,15,Pumas UNAM,Tigres UANL,0-0,Olímpico de Universitario,2021-04-18,X
clausura,2021,15,Santos Laguna,Toluca,3-1,Nuevo Estadio Corona,2021-04-19,L
clausura,2021,15,Monterrey,Pachuca,0-1,BBVA Bancomer,2021-04-19,V
clausura,2021,15,León,FC Juárez,2-0,Estadio León (Nou Camp),2021-04-20,L
clausura,2021,16,Puebla,Pumas UNAM,0-0,Cuauhtémoc,2021-04-24,X
clausura,2021,16,Tijuana,Necaxa,1-0,Estadio Caliente,2021-04-24,L
clausura,2021,16,Mazatlán,León,4-3,Estadio de Mazatlán,2021-04-24,L
clausura,2021,16,Cruz Azul,Atl. San Luis,3-2,Estadio Azteca,2021-04-25,L
clausura,2021,16,Atlas Guadalajara,Chivas Guadalajara,0-1,Estadio Jalisco,2021-04-25,V
clausura,2021,16,Tigres UANL,Monterrey,2-1,Estadio Universitario de Nuevo León,2021-04-25,L
